id,case_number,date,block,iucr,crime_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,city,data_source,fetch_date
14064936,JJ533661,2025-12-24 00:00:00,009XX E 132ND PL,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,0533,005,10,54,08A,1185392,1817834,2025,2025-12-31T15:41:59.000,41.655276697,-87.597292828,"{'latitude': '41.655276697', 'longitude': '-87.597292828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14065142,JJ533996,2025-12-24 00:00:00,031XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1031,010,22,30,08B,1149212,1883503,2025,2025-12-31T15:41:59.000,41.836255581,-87.727988288,"{'latitude': '41.836255581', 'longitude': '-87.727988288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14067400,JJ536437,2025-12-24 00:00:00,0000X E GRAND AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,HOTEL / MOTEL,False,False,1834,018,42,8,02,1176416,1903908,2025,2025-12-31T15:41:59.000,41.891678767,-87.627551654,"{'latitude': '41.891678767', 'longitude': '-87.627551654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064368,JJ533044,2025-12-24 00:02:00,003XX E SUPERIOR ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,1833,018,2,8,08B,1178551,1905432,2025,2026-01-01T15:46:55.000,41.895812236,-87.619664319,"{'latitude': '41.895812236', 'longitude': '-87.619664319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064415,JJ533062,2025-12-24 00:10:00,047XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0223,002,3,38,08B,1180398,1873712,2025,2026-01-01T15:46:55.000,41.808728227,-87.613856907,"{'latitude': '41.808728227', 'longitude': '-87.613856907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14065660,JJ534605,2025-12-24 00:25:00,0000X W HUBBARD ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1831,018,42,8,03,1176050,1903312,2025,2026-01-01T15:46:55.000,41.890051565,-87.62891376,"{'latitude': '41.890051565', 'longitude': '-87.62891376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064416,JJ533049,2025-12-24 00:26:00,006XX W DIVERSEY PKWY,0460,BATTERY,SIMPLE,STREET,False,False,1934,019,44,6,08B,1171230,1918843,2025,2026-01-01T15:46:55.000,41.932776671,-87.646157857,"{'latitude': '41.932776671', 'longitude': '-87.646157857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064369,JJ533046,2025-12-24 00:30:00,023XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1414,014,1,22,08B,1156742,1915611,2025,2026-01-01T15:46:55.000,41.924214127,-87.699487638,"{'latitude': '41.924214127', 'longitude': '-87.699487638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064427,JJ533055,2025-12-24 00:30:00,061XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,0811,008,23,56,08B,1136764,1867992,2025,2026-01-01T15:46:55.000,41.793922473,-87.774035764,"{'latitude': '41.793922473', 'longitude': '-87.774035764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
28988,JJ533043,2025-12-24 00:40:00,070XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,0732,007,6,68,01A,1172186,1858083,2025,2026-01-01T15:46:55.000,41.766025213,-87.644435915,"{'latitude': '41.766025213', 'longitude': '-87.644435915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064452,JJ533060,2025-12-24 00:43:00,083XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0632,006,6,44,08B,1180365,1849834,2025,2026-01-01T15:46:55.000,41.743205383,-87.614709784,"{'latitude': '41.743205383', 'longitude': '-87.614709784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064505,JJ533097,2025-12-24 00:51:00,034XX W BELLE PLAINE AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,True,False,1723,017,33,16,04B,1152531,1927037,2025,2026-01-01T15:46:55.000,41.955652322,-87.714657655,"{'latitude': '41.955652322', 'longitude': '-87.714657655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064395,JJ533067,2025-12-24 00:57:00,019XX S ST LOUIS AVE,0560,ASSAULT,SIMPLE,STREET,True,True,1024,010,24,29,08A,1153407,1890172,2025,2026-01-01T15:46:55.000,41.854473966,-87.71241824,"{'latitude': '41.854473966', 'longitude': '-87.71241824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064449,JJ533075,2025-12-24 01:05:00,002XX E ONTARIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,1834,018,2,8,08B,1178002,1904540,2025,2026-01-01T15:46:55.000,41.893377059,-87.621707822,"{'latitude': '41.893377059', 'longitude': '-87.621707822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064414,JJ533088,2025-12-24 01:56:00,117XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0532,005,9,53,04A,1179678,1827224,2025,2026-01-01T15:46:55.000,41.681176281,-87.617915293,"{'latitude': '41.681176281', 'longitude': '-87.617915293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064456,JJ533095,2025-12-24 02:00:00,040XX W HARRISON ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1132,011,24,26,02,1149485,1897053,2025,2026-01-01T15:46:55.000,41.873433175,-87.726635233,"{'latitude': '41.873433175', 'longitude': '-87.726635233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14072387,JK101980,2025-12-24 02:00:00,013XX S BLUE ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1232,012,28,28,08B,1168795,1893797,2025,2026-01-05T15:42:25.000,41.864102036,-87.655833034,"{'latitude': '41.864102036', 'longitude': '-87.655833034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064436,JJ533107,2025-12-24 03:10:00,004XX E 73RD ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0323,003,6,69,08A,1180305,1856707,2025,2026-01-01T15:46:55.000,41.762067031,-87.614719287,"{'latitude': '41.762067031', 'longitude': '-87.614719287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064446,JJ533119,2025-12-24 03:31:00,053XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0231,002,3,40,08B,1179830,1869775,2025,2026-01-01T15:46:55.000,41.797937786,-87.616060693,"{'latitude': '41.797937786', 'longitude': '-87.616060693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064457,JJ533116,2025-12-24 03:45:00,025XX S MICHIGAN AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,HOSPITAL BUILDING / GROUNDS,True,False,0133,001,4,33,04B,1177647,1887564,2025,2026-01-01T15:46:55.000,41.846801978,-87.623527134,"{'latitude': '41.846801978', 'longitude': '-87.623527134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064487,JJ533122,2025-12-24 03:51:00,071XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,APARTMENT,True,True,0323,003,6,69,08A,1180150,1857738,2025,2026-01-01T15:46:55.000,41.764899756,-87.615255831,"{'latitude': '41.764899756', 'longitude': '-87.615255831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14065143,JJ533127,2025-12-24 04:00:00,048XX N HAMLIN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1712,017,33,14,04B,1150186,1931793,2025,2026-01-01T15:46:55.000,41.968749253,-87.723153935,"{'latitude': '41.968749253', 'longitude': '-87.723153935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14066727,JJ533151,2025-12-24 04:00:00,075XX S WOOD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0611,006,17,71,04A,1165659,1854627,2025,2026-01-01T15:46:55.000,41.756682434,-87.668457587,"{'latitude': '41.756682434', 'longitude': '-87.668457587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064935,JJ533664,2025-12-24 04:00:00,079XX S COLFAX AVE,0274,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,0422,004,7,46,02,1194896,1852777,2025,2026-01-01T15:46:55.000,41.750935882,-87.561371643,"{'latitude': '41.750935882', 'longitude': '-87.561371643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064503,JJ533138,2025-12-24 04:40:00,072XX S YALE AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0731,007,6,69,04B,1175874,1857061,2025,2026-01-01T15:46:55.000,41.763138878,-87.630948755,"{'latitude': '41.763138878', 'longitude': '-87.630948755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064830,JJ533135,2025-12-24 04:40:00,045XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0922,009,12,58,08B,1158130,1874382,2025,2026-01-01T15:46:55.000,41.811049315,-87.695513132,"{'latitude': '41.811049315', 'longitude': '-87.695513132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064525,JJ533153,2025-12-24 05:01:00,007XX N CLARK ST,031A,ROBBERY,ARMED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1832,018,42,8,03,1175401,1905477,2025,2026-01-01T15:46:55.000,41.896007035,-87.631232094,"{'latitude': '41.896007035', 'longitude': '-87.631232094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064504,JJ533159,2025-12-24 05:07:00,077XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0421,004,7,43,08B,1194204,1854115,2025,2026-01-01T15:46:55.000,41.754624469,-87.563863568,"{'latitude': '41.754624469', 'longitude': '-87.563863568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064511,JJ533155,2025-12-24 05:35:00,005XX W MADISON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,0121,001,34,28,03,1172573,1900294,2025,2026-01-01T15:46:55.000,41.881847601,-87.641772074,"{'latitude': '41.881847601', 'longitude': '-87.641772074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064657,JJ533197,2025-12-24 05:50:00,004XX N WABASH AVE,0460,BATTERY,SIMPLE,HOTEL / MOTEL,False,False,1834,018,42,8,08B,1176668,1903135,2025,2026-01-01T15:46:55.000,41.889551923,-87.626649565,"{'latitude': '41.889551923', 'longitude': '-87.626649565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064519,JJ533161,2025-12-24 05:51:00,015XX E 74TH PL,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,0324,003,8,43,04A,1187815,1855897,2025,2026-01-01T15:46:55.000,41.75966886,-87.587220318,"{'latitude': '41.75966886', 'longitude': '-87.587220318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064532,JJ533168,2025-12-24 05:52:00,078XX S HAMILTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0611,006,18,71,08B,1163394,1852652,2025,2026-01-08T15:45:27.000,41.751310483,-87.676813663,"{'latitude': '41.751310483', 'longitude': '-87.676813663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064620,JJ533189,2025-12-24 06:00:00,069XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0332,003,5,43,08B,1188552,1859243,2025,2026-01-01T15:46:55.000,41.768833001,-87.584412494,"{'latitude': '41.768833001', 'longitude': '-87.584412494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064581,JJ533206,2025-12-24 06:15:00,052XX S CORNELL AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,APARTMENT,False,False,0234,002,5,41,03,1188084,1870712,2025,2026-01-01T15:46:55.000,41.800315997,-87.585762416,"{'latitude': '41.800315997', 'longitude': '-87.585762416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064553,JJ533200,2025-12-24 06:50:00,038XX W 26TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,False,False,1031,010,22,30,04B,1151338,1886454,2025,2026-01-01T15:46:55.000,41.844312122,-87.72010983,"{'latitude': '41.844312122', 'longitude': '-87.72010983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064569,JJ533209,2025-12-24 06:51:00,078XX S HAMILTON AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,True,0611,006,18,71,08B,1163394,1852652,2025,2026-01-01T15:46:55.000,41.751310483,-87.676813663,"{'latitude': '41.751310483', 'longitude': '-87.676813663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064732,JJ533225,2025-12-24 07:50:00,020XX W WASHBURNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1233,012,28,28,08A,1162873,1894379,2025,2026-01-01T15:46:55.000,41.865825285,-87.677556121,"{'latitude': '41.865825285', 'longitude': '-87.677556121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14068560,JJ533275,2025-12-24 08:00:00,081XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0631,006,8,44,08B,1183649,1851255,2025,2026-01-01T15:46:55.000,41.747028873,-87.602632956,"{'latitude': '41.747028873', 'longitude': '-87.602632956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064631,JJ533241,2025-12-24 08:13:00,009XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1121,011,27,23,08B,1152544,1905950,2025,2026-01-01T15:46:55.000,41.89778758,-87.715168733,"{'latitude': '41.89778758', 'longitude': '-87.715168733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064592,JJ533255,2025-12-24 08:35:00,042XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,True,False,0925,009,20,37,08A,1175000,1876652,2025,2026-01-01T15:46:55.000,41.81691816,-87.633567673,"{'latitude': '41.81691816', 'longitude': '-87.633567673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064701,JJ533270,2025-12-24 08:40:00,075XX S STEWART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,0621,006,6,69,04A,1174933,1854900,2025,2026-01-01T15:46:55.000,41.757229871,-87.634462025,"{'latitude': '41.757229871', 'longitude': '-87.634462025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14065168,JJ534006,2025-12-24 08:40:00,012XX N WASHTENAW AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE,False,False,1423,014,26,24,03,1158167,1908352,2025,2026-01-01T15:46:55.000,41.904265838,-87.694450279,"{'latitude': '41.904265838', 'longitude': '-87.694450279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14066400,JJ535564,2025-12-24 08:54:00,0000X E ELM ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1824,018,2,8,08B,1176738,1908117,2025,2026-01-01T15:46:55.000,41.903221192,-87.626241711,"{'latitude': '41.903221192', 'longitude': '-87.626241711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14066320,JJ535363,2025-12-24 09:00:00,032XX W 61ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0823,008,14,66,08B,1155883,1863667,2025,2026-01-01T15:46:55.000,41.781691322,-87.70404272,"{'latitude': '41.781691322', 'longitude': '-87.70404272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064698,JJ533372,2025-12-24 09:00:00,065XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0725,007,15,67,08B,1165795,1861295,2025,2026-01-01T15:46:55.000,41.774977442,-87.667770081,"{'latitude': '41.774977442', 'longitude': '-87.667770081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064609,JJ533295,2025-12-24 09:00:00,025XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,025,30,19,08B,1136298,1916310,2025,2026-01-01T15:46:55.000,41.926522372,-87.774591525,"{'latitude': '41.926522372', 'longitude': '-87.774591525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064697,JJ533343,2025-12-24 09:16:00,003XX N HOMAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,True,1123,011,28,27,08A,1153657,1902031,2025,2026-01-01T15:46:55.000,41.887011382,-87.71118515,"{'latitude': '41.887011382', 'longitude': '-87.71118515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14066285,JJ535220,2025-12-24 09:30:00,105XX S EDBROOKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0512,005,9,49,08B,1179132,1834964,2025,2026-01-01T15:46:55.000,41.70242837,-87.619679195,"{'latitude': '41.70242837', 'longitude': '-87.619679195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064600,JJ533286,2025-12-24 09:33:00,043XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0215,002,3,38,08B,1176691,1876355,2025,2026-01-01T15:46:55.000,41.816065211,-87.627373649,"{'latitude': '41.816065211', 'longitude': '-87.627373649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064707,JJ533327,2025-12-24 09:44:00,059XX N GLENWOOD AVE,0560,ASSAULT,SIMPLE,STREET,True,False,2013,020,48,77,08A,1165909,1939403,2025,2026-01-01T15:46:55.000,41.989309501,-87.665122715,"{'latitude': '41.989309501', 'longitude': '-87.665122715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064777,JJ533317,2025-12-24 09:45:00,105XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,0512,005,9,50,08B,1186087,1835360,2025,2026-01-01T15:46:55.000,41.703354066,-87.59419968,"{'latitude': '41.703354066', 'longitude': '-87.59419968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064781,JJ533348,2025-12-24 10:05:00,0000X E 111TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0531,005,9,49,08B,1178606,1831378,2025,2026-01-01T15:46:55.000,41.692599825,-87.621713744,"{'latitude': '41.692599825', 'longitude': '-87.621713744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064699,JJ533345,2025-12-24 10:11:00,009XX W 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0613,006,17,71,08B,1171581,1848470,2025,2026-01-01T15:46:55.000,41.739659173,-87.646934552,"{'latitude': '41.739659173', 'longitude': '-87.646934552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064824,JJ533357,2025-12-24 10:23:00,067XX S CONSTANCE AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,0332,003,5,43,04B,1189698,1860727,2025,2026-01-01T15:46:55.000,41.772877757,-87.580164253,"{'latitude': '41.772877757', 'longitude': '-87.580164253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064694,JJ533371,2025-12-24 10:30:00,010XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1914,019,46,3,08B,1168250,1932043,2025,2026-01-01T15:46:55.000,41.969063022,-87.65672604,"{'latitude': '41.969063022', 'longitude': '-87.65672604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064712,JJ533383,2025-12-24 10:33:00,064XX S LOWE AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,0723,007,20,68,08B,1173144,1862203,2025,2026-01-01T15:46:55.000,41.777309867,-87.640802922,"{'latitude': '41.777309867', 'longitude': '-87.640802922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064738,JJ533366,2025-12-24 10:40:00,043XX S PULASKI RD,0460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,0821,008,14,57,08B,1150398,1875643,2025,2026-01-01T15:46:55.000,41.81466365,-87.723840981,"{'latitude': '41.81466365', 'longitude': '-87.723840981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
14064739,JJ533457,2025-12-24 10:40:00,023XX E 70TH ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,0331,003,5,43,03,1193094,1859003,2025,2026-01-01T15:46:55.000,41.76806469,-87.567771887,"{'latitude': '41.76806469', 'longitude': '-87.567771887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Chicago,data.cityofchicago.org/ijzp-q8t2,2026-01-23 02:12:43.158369
